dataset,attribute,group,algorithm,set,iterations,error,classifier_type,value,fairness_disparate_impact,fairness_discrimination_score,fairness_true_positive_rate_diff,fairness_false_positive_rate_diff,fairness_false_positive_error_rate_balance_score,fairness_false_negative_error_rate_balance_score,fairness_consistency,performance_accuracy,performance_f1_score,performance_auc
Law School Admission Bar Passage,race1,race1,FairGenes,Test,1,False,Surrogate,black,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9497,0.9742,0.4999
Law School Admission Bar Passage,race1,hisp,nan,Test,0,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,hisp,Massaging,Test,1,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,hisp,Massaging,Test,2,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,1,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,hisp,Reweighing,Test,2,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,hisp,DisparateImpactRemover,Test,1,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,hisp,DisparateImpactRemover,Test,2,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,hisp,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,hisp,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,MulticlassLexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,MulticlassLexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,FairGenes,Test,1,False,Surrogate,hisp,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9497,0.9742,0.4999
Law School Admission Bar Passage,race1,other,nan,Test,0,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,other,Massaging,Test,1,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,other,Massaging,Test,2,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,other,Reweighing,Test,1,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,other,Reweighing,Test,2,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Test,1,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,other,DisparateImpactRemover,Test,2,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,other,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,other,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,MulticlassLexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,MulticlassLexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,FairGenes,Test,1,False,Surrogate,other,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9497,0.9742,0.4999
Law School Admission Bar Passage,race1,white,nan,Test,0,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,white,Massaging,Test,1,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,white,Massaging,Test,2,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,white,Reweighing,Test,1,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,white,Reweighing,Test,2,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,1,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,white,DisparateImpactRemover,Test,2,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,white,LexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,white,LexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,MulticlassLexicographicGeneticAlgorithmFairFeatureSelection,Test,1,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,MulticlassLexicographicGeneticAlgorithmFairFeatureSelection,Test,2,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9498,0.9743,0.5000
Law School Admission Bar Passage,race1,race1,FairGenes,Test,1,False,Surrogate,white,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9497,0.9742,0.4999
